,incidentType,disasterType,DisasterLength,state,year,month,year_month
7555,Hurricane,DR,14,GA,2017,9,2017_09
7562,Hurricane,DR,14,GA,2017,9,2017_09
7566,Hurricane,DR,14,GA,2017,9,2017_09
7570,Hurricane,DR,14,GA,2017,9,2017_09
7577,Hurricane,DR,14,GA,2017,9,2017_09
7579,Hurricane,DR,14,GA,2017,9,2017_09
7580,Hurricane,DR,14,GA,2017,9,2017_09
7582,Hurricane,DR,14,GA,2017,9,2017_09
7584,Hurricane,DR,14,GA,2017,9,2017_09
7590,Hurricane,DR,14,GA,2017,9,2017_09
7597,Hurricane,EM,14,GA,2017,9,2017_09
7604,Hurricane,DR,14,GA,2017,9,2017_09
7606,Hurricane,EM,14,GA,2017,9,2017_09
7609,Hurricane,EM,14,GA,2017,9,2017_09
7612,Hurricane,DR,14,GA,2017,9,2017_09
7617,Hurricane,EM,14,GA,2017,9,2017_09
7631,Hurricane,EM,14,GA,2017,9,2017_09
7633,Hurricane,DR,14,GA,2017,9,2017_09
7635,Hurricane,DR,14,GA,2017,9,2017_09
7640,Hurricane,EM,14,GA,2017,9,2017_09
7644,Hurricane,EM,14,GA,2017,9,2017_09
7646,Hurricane,DR,14,GA,2017,9,2017_09
7647,Hurricane,DR,14,GA,2017,9,2017_09
7651,Hurricane,EM,14,GA,2017,9,2017_09
7654,Hurricane,DR,14,GA,2017,9,2017_09
7662,Hurricane,DR,14,GA,2017,9,2017_09
7663,Hurricane,EM,14,GA,2017,9,2017_09
7670,Hurricane,DR,14,GA,2017,9,2017_09
7677,Hurricane,DR,14,GA,2017,9,2017_09
7684,Hurricane,DR,14,GA,2017,9,2017_09
7698,Hurricane,EM,14,GA,2017,9,2017_09
7701,Hurricane,EM,14,GA,2017,9,2017_09
7713,Hurricane,DR,14,GA,2017,9,2017_09
7716,Hurricane,EM,14,GA,2017,9,2017_09
7717,Hurricane,EM,14,GA,2017,9,2017_09
7720,Hurricane,DR,14,GA,2017,9,2017_09
7721,Hurricane,DR,14,GA,2017,9,2017_09
7726,Hurricane,DR,14,GA,2017,9,2017_09
7731,Hurricane,DR,14,GA,2017,9,2017_09
7734,Hurricane,DR,14,GA,2017,9,2017_09
7738,Hurricane,DR,14,GA,2017,9,2017_09
7740,Hurricane,DR,14,GA,2017,9,2017_09
7747,Hurricane,DR,14,GA,2017,9,2017_09
7748,Hurricane,DR,14,GA,2017,9,2017_09
7758,Hurricane,DR,14,GA,2017,9,2017_09
7767,Hurricane,EM,14,GA,2017,9,2017_09
7772,Hurricane,DR,14,GA,2017,9,2017_09
7775,Hurricane,EM,14,GA,2017,9,2017_09
7778,Hurricane,DR,14,GA,2017,9,2017_09
7780,Hurricane,DR,14,GA,2017,9,2017_09
7783,Hurricane,EM,14,GA,2017,9,2017_09
7800,Hurricane,EM,14,GA,2017,9,2017_09
7807,Hurricane,EM,14,GA,2017,9,2017_09
7826,Hurricane,DR,14,GA,2017,9,2017_09
7831,Hurricane,DR,14,GA,2017,9,2017_09
7834,Hurricane,EM,14,GA,2017,9,2017_09
7835,Hurricane,DR,14,GA,2017,9,2017_09
7836,Hurricane,EM,14,GA,2017,9,2017_09
7842,Hurricane,DR,14,GA,2017,9,2017_09
7848,Hurricane,DR,14,GA,2017,9,2017_09
7854,Hurricane,DR,14,GA,2017,9,2017_09
7855,Hurricane,EM,14,GA,2017,9,2017_09
7856,Hurricane,DR,14,GA,2017,9,2017_09
7861,Hurricane,EM,14,GA,2017,9,2017_09
7862,Hurricane,EM,14,GA,2017,9,2017_09
7863,Hurricane,DR,14,GA,2017,9,2017_09
7865,Hurricane,EM,14,GA,2017,9,2017_09
7867,Hurricane,EM,14,GA,2017,9,2017_09
7871,Hurricane,EM,14,GA,2017,9,2017_09
7872,Hurricane,EM,14,GA,2017,9,2017_09
7891,Hurricane,EM,14,GA,2017,9,2017_09
7926,Hurricane,DR,14,GA,2017,9,2017_09
7937,Hurricane,DR,14,GA,2017,9,2017_09
7938,Hurricane,DR,14,GA,2017,9,2017_09
7961,Hurricane,DR,14,GA,2017,9,2017_09
7964,Hurricane,DR,14,GA,2017,9,2017_09
7966,Hurricane,DR,14,GA,2017,9,2017_09
7968,Hurricane,DR,14,GA,2017,9,2017_09
7972,Hurricane,DR,14,GA,2017,9,2017_09
7975,Hurricane,DR,14,GA,2017,9,2017_09
7996,Hurricane,DR,14,GA,2017,9,2017_09
8004,Hurricane,DR,14,GA,2017,9,2017_09
8008,Hurricane,DR,14,GA,2017,9,2017_09
8013,Hurricane,DR,14,GA,2017,9,2017_09
8014,Hurricane,EM,14,GA,2017,9,2017_09
8022,Hurricane,DR,14,GA,2017,9,2017_09
8048,Hurricane,DR,14,GA,2017,9,2017_09
8064,Hurricane,DR,14,GA,2017,9,2017_09
8074,Hurricane,EM,14,GA,2017,9,2017_09
8105,Hurricane,DR,14,GA,2017,9,2017_09
8113,Hurricane,EM,14,GA,2017,9,2017_09
8131,Hurricane,EM,14,GA,2017,9,2017_09
8142,Hurricane,DR,14,GA,2017,9,2017_09
8155,Hurricane,DR,14,GA,2017,9,2017_09
8161,Hurricane,DR,14,GA,2017,9,2017_09
8162,Hurricane,DR,14,GA,2017,9,2017_09
8168,Hurricane,DR,14,GA,2017,9,2017_09
8171,Hurricane,DR,14,GA,2017,9,2017_09
8176,Hurricane,DR,14,GA,2017,9,2017_09
8201,Hurricane,DR,14,GA,2017,9,2017_09
8224,Hurricane,DR,14,GA,2017,9,2017_09
8231,Hurricane,DR,14,GA,2017,9,2017_09
8241,Hurricane,DR,14,GA,2017,9,2017_09
8246,Hurricane,DR,14,GA,2017,9,2017_09
8253,Hurricane,DR,14,GA,2017,9,2017_09
8256,Hurricane,EM,14,GA,2017,9,2017_09
8266,Hurricane,DR,14,GA,2017,9,2017_09
8267,Hurricane,EM,14,GA,2017,9,2017_09
8274,Hurricane,EM,14,GA,2017,9,2017_09
8298,Hurricane,EM,14,GA,2017,9,2017_09
8303,Hurricane,DR,14,GA,2017,9,2017_09
8314,Hurricane,DR,14,GA,2017,9,2017_09
8324,Hurricane,EM,14,GA,2017,9,2017_09
8338,Hurricane,DR,14,GA,2017,9,2017_09
8339,Hurricane,DR,14,GA,2017,9,2017_09
8353,Hurricane,DR,14,GA,2017,9,2017_09
8357,Hurricane,DR,14,GA,2017,9,2017_09
8390,Hurricane,EM,14,GA,2017,9,2017_09
8406,Hurricane,EM,14,GA,2017,9,2017_09
8407,Hurricane,EM,14,GA,2017,9,2017_09
8440,Hurricane,EM,14,GA,2017,9,2017_09
24059,Fire,FM,5,MT,2017,9,2017_09
24183,Fire,FM,10,MT,2017,9,2017_09
24224,Fire,FM,12,MT,2017,9,2017_09
24225,Fire,FM,12,MT,2017,9,2017_09
24226,Fire,FM,5,MT,2017,9,2017_09
24251,Fire,FM,21,MT,2017,9,2017_09
24263,Fire,FM,21,MT,2017,9,2017_09
24300,Fire,FM,9,MT,2017,9,2017_09
24353,Fire,FM,5,MT,2017,9,2017_09
24401,Fire,FM,13,MT,2017,9,2017_09
33717,Fire,FM,19,OR,2017,9,2017_09
33960,Fire,FM,19,OR,2017,9,2017_09
35250,Hurricane,EM,8,SC,2017,9,2017_09
35267,Hurricane,EM,8,SC,2017,9,2017_09
35282,Hurricane,EM,8,SC,2017,9,2017_09
35287,Hurricane,EM,8,SC,2017,9,2017_09
35301,Hurricane,EM,8,SC,2017,9,2017_09
35310,Hurricane,EM,8,SC,2017,9,2017_09
35312,Hurricane,EM,8,SC,2017,9,2017_09
35326,Hurricane,EM,8,SC,2017,9,2017_09
35341,Hurricane,EM,8,SC,2017,9,2017_09
35344,Hurricane,EM,8,SC,2017,9,2017_09
35345,Hurricane,EM,8,SC,2017,9,2017_09
35361,Hurricane,EM,8,SC,2017,9,2017_09
35377,Hurricane,EM,8,SC,2017,9,2017_09
35385,Hurricane,EM,8,SC,2017,9,2017_09
35408,Hurricane,EM,8,SC,2017,9,2017_09
35461,Hurricane,EM,8,SC,2017,9,2017_09
35463,Hurricane,EM,8,SC,2017,9,2017_09
35489,Hurricane,EM,8,SC,2017,9,2017_09
35496,Hurricane,EM,8,SC,2017,9,2017_09
35502,Hurricane,EM,8,SC,2017,9,2017_09
35528,Hurricane,EM,8,SC,2017,9,2017_09
35536,Hurricane,EM,8,SC,2017,9,2017_09
35547,Hurricane,EM,8,SC,2017,9,2017_09
35549,Hurricane,EM,8,SC,2017,9,2017_09
35568,Hurricane,EM,8,SC,2017,9,2017_09
35583,Hurricane,EM,8,SC,2017,9,2017_09
35629,Hurricane,EM,8,SC,2017,9,2017_09
35654,Hurricane,EM,8,SC,2017,9,2017_09
35693,Hurricane,EM,8,SC,2017,9,2017_09
35698,Hurricane,EM,8,SC,2017,9,2017_09
35702,Hurricane,EM,8,SC,2017,9,2017_09
35724,Hurricane,EM,8,SC,2017,9,2017_09
35736,Hurricane,EM,8,SC,2017,9,2017_09
35752,Hurricane,EM,8,SC,2017,9,2017_09
35761,Hurricane,EM,8,SC,2017,9,2017_09
35765,Hurricane,EM,8,SC,2017,9,2017_09
35775,Hurricane,EM,8,SC,2017,9,2017_09
35778,Hurricane,EM,8,SC,2017,9,2017_09
35782,Hurricane,EM,8,SC,2017,9,2017_09
35794,Hurricane,EM,8,SC,2017,9,2017_09
35795,Hurricane,EM,8,SC,2017,9,2017_09
35801,Hurricane,EM,8,SC,2017,9,2017_09
35822,Hurricane,EM,8,SC,2017,9,2017_09
35832,Hurricane,EM,8,SC,2017,9,2017_09
35853,Hurricane,EM,8,SC,2017,9,2017_09
35898,Hurricane,EM,8,SC,2017,9,2017_09
35904,Hurricane,EM,8,SC,2017,9,2017_09
42090,Fire,FM,4,UT,2017,9,2017_09
42104,Fire,FM,4,UT,2017,9,2017_09
45188,Fire,FM,21,WA,2017,9,2017_09
209,Hurricane,EM,5,AL,2017,10,2017_10
277,Hurricane,EM,5,AL,2017,10,2017_10
333,Hurricane,EM,5,AL,2017,10,2017_10
380,Hurricane,EM,5,AL,2017,10,2017_10
455,Hurricane,EM,5,AL,2017,10,2017_10
498,Hurricane,EM,5,AL,2017,10,2017_10
503,Hurricane,EM,5,AL,2017,10,2017_10
526,Hurricane,EM,5,AL,2017,10,2017_10
540,Hurricane,EM,5,AL,2017,10,2017_10
564,Hurricane,EM,5,AL,2017,10,2017_10
616,Hurricane,EM,5,AL,2017,10,2017_10
654,Hurricane,EM,5,AL,2017,10,2017_10
662,Hurricane,EM,5,AL,2017,10,2017_10
680,Hurricane,EM,5,AL,2017,10,2017_10
681,Hurricane,EM,5,AL,2017,10,2017_10
740,Hurricane,EM,5,AL,2017,10,2017_10
804,Hurricane,EM,5,AL,2017,10,2017_10
814,Hurricane,EM,5,AL,2017,10,2017_10
860,Hurricane,EM,5,AL,2017,10,2017_10
879,Hurricane,EM,5,AL,2017,10,2017_10
886,Hurricane,EM,5,AL,2017,10,2017_10
902,Hurricane,EM,5,AL,2017,10,2017_10
1026,Hurricane,EM,5,AL,2017,10,2017_10
1083,Hurricane,EM,5,AL,2017,10,2017_10
1094,Hurricane,EM,5,AL,2017,10,2017_10
1097,Hurricane,EM,5,AL,2017,10,2017_10
1108,Hurricane,EM,5,AL,2017,10,2017_10
1111,Hurricane,EM,5,AL,2017,10,2017_10
1158,Hurricane,EM,5,AL,2017,10,2017_10
1220,Hurricane,EM,5,AL,2017,10,2017_10
1255,Hurricane,EM,5,AL,2017,10,2017_10
1311,Hurricane,EM,5,AL,2017,10,2017_10
1313,Hurricane,EM,5,AL,2017,10,2017_10
1329,Hurricane,EM,5,AL,2017,10,2017_10
1367,Hurricane,EM,5,AL,2017,10,2017_10
1385,Hurricane,EM,5,AL,2017,10,2017_10
1420,Hurricane,EM,5,AL,2017,10,2017_10
1425,Hurricane,EM,5,AL,2017,10,2017_10
1426,Hurricane,EM,5,AL,2017,10,2017_10
1446,Hurricane,EM,5,AL,2017,10,2017_10
3116,Fire,DR,24,CA,2017,10,2017_10
3205,Fire,DR,24,CA,2017,10,2017_10
3285,Fire,DR,24,CA,2017,10,2017_10
3297,Fire,DR,24,CA,2017,10,2017_10
3298,Fire,FM,12,CA,2017,10,2017_10
3330,Fire,FM,12,CA,2017,10,2017_10
3574,Fire,DR,24,CA,2017,10,2017_10
3758,Fire,DR,24,CA,2017,10,2017_10
3906,Fire,DR,24,CA,2017,10,2017_10
3926,Fire,DR,24,CA,2017,10,2017_10
3956,Fire,DR,24,CA,2017,10,2017_10
5259,Hurricane,EM,5,FL,2017,10,2017_10
6272,Hurricane,EM,5,FL,2017,10,2017_10
10129,Flood,DR,79,ID,2017,10,2017_10
10238,Flood,DR,79,ID,2017,10,2017_10
16029,Hurricane,DR,14,LA,2017,10,2017_10
16030,Hurricane,DR,14,LA,2017,10,2017_10
16044,Hurricane,DR,14,LA,2017,10,2017_10
16059,Hurricane,DR,14,LA,2017,10,2017_10
16068,Hurricane,DR,14,LA,2017,10,2017_10
16083,Hurricane,DR,14,LA,2017,10,2017_10
16120,Hurricane,DR,14,LA,2017,10,2017_10
16134,Hurricane,DR,14,LA,2017,10,2017_10
16141,Hurricane,DR,14,LA,2017,10,2017_10
16145,Hurricane,DR,14,LA,2017,10,2017_10
16179,Hurricane,DR,14,LA,2017,10,2017_10
16181,Hurricane,DR,14,LA,2017,10,2017_10
16264,Hurricane,DR,14,LA,2017,10,2017_10
16304,Hurricane,DR,14,LA,2017,10,2017_10
16311,Hurricane,DR,14,LA,2017,10,2017_10
16356,Hurricane,DR,14,LA,2017,10,2017_10
16358,Hurricane,DR,14,LA,2017,10,2017_10
16467,Hurricane,DR,14,LA,2017,10,2017_10
16514,Hurricane,EM,4,LA,2017,10,2017_10
16597,Hurricane,DR,14,LA,2017,10,2017_10
16628,Hurricane,EM,4,LA,2017,10,2017_10
16685,Hurricane,EM,4,LA,2017,10,2017_10
16691,Hurricane,EM,4,LA,2017,10,2017_10
16760,Hurricane,EM,4,LA,2017,10,2017_10
16809,Hurricane,EM,4,LA,2017,10,2017_10
16824,Hurricane,DR,14,LA,2017,10,2017_10
16837,Hurricane,EM,4,LA,2017,10,2017_10
16957,Hurricane,EM,4,LA,2017,10,2017_10
16977,Hurricane,EM,4,LA,2017,10,2017_10
16981,Hurricane,EM,4,LA,2017,10,2017_10
17006,Hurricane,EM,4,LA,2017,10,2017_10
17071,Hurricane,EM,4,LA,2017,10,2017_10
17132,Hurricane,EM,4,LA,2017,10,2017_10
17159,Hurricane,EM,4,LA,2017,10,2017_10
17199,Hurricane,EM,4,LA,2017,10,2017_10
17215,Hurricane,EM,4,LA,2017,10,2017_10
17327,Hurricane,EM,4,LA,2017,10,2017_10
17413,Hurricane,EM,4,LA,2017,10,2017_10
17423,Hurricane,EM,4,LA,2017,10,2017_10
23143,Hurricane,EM,5,MS,2017,10,2017_10
23292,Hurricane,EM,5,MS,2017,10,2017_10
23534,Hurricane,EM,5,MS,2017,10,2017_10
23919,Hurricane,EM,5,MS,2017,10,2017_10
23941,Hurricane,EM,5,MS,2017,10,2017_10
23947,Hurricane,EM,5,MS,2017,10,2017_10
35252,Hurricane,DR,8,SC,2017,10,2017_10
35254,Hurricane,DR,8,SC,2017,10,2017_10
35255,Hurricane,DR,8,SC,2017,10,2017_10
35260,Hurricane,DR,8,SC,2017,10,2017_10
35262,Hurricane,DR,8,SC,2017,10,2017_10
35285,Hurricane,DR,8,SC,2017,10,2017_10
35286,Hurricane,DR,8,SC,2017,10,2017_10
35291,Hurricane,DR,8,SC,2017,10,2017_10
35294,Hurricane,DR,8,SC,2017,10,2017_10
35308,Hurricane,DR,8,SC,2017,10,2017_10
35315,Hurricane,DR,8,SC,2017,10,2017_10
35318,Hurricane,DR,8,SC,2017,10,2017_10
35324,Hurricane,DR,8,SC,2017,10,2017_10
35329,Hurricane,DR,8,SC,2017,10,2017_10
35332,Hurricane,DR,8,SC,2017,10,2017_10
35343,Hurricane,DR,8,SC,2017,10,2017_10
35350,Hurricane,DR,8,SC,2017,10,2017_10
35368,Hurricane,DR,8,SC,2017,10,2017_10
35382,Hurricane,DR,8,SC,2017,10,2017_10
35396,Hurricane,DR,8,SC,2017,10,2017_10
35400,Hurricane,DR,8,SC,2017,10,2017_10
35411,Hurricane,DR,8,SC,2017,10,2017_10
35416,Hurricane,DR,8,SC,2017,10,2017_10
35421,Hurricane,DR,8,SC,2017,10,2017_10
35448,Hurricane,DR,8,SC,2017,10,2017_10
35471,Hurricane,DR,8,SC,2017,10,2017_10
35482,Hurricane,DR,8,SC,2017,10,2017_10
35488,Hurricane,DR,8,SC,2017,10,2017_10
35493,Hurricane,DR,8,SC,2017,10,2017_10
35495,Hurricane,DR,8,SC,2017,10,2017_10
35517,Hurricane,DR,8,SC,2017,10,2017_10
35519,Hurricane,DR,8,SC,2017,10,2017_10
35534,Hurricane,DR,8,SC,2017,10,2017_10
35613,Hurricane,DR,8,SC,2017,10,2017_10
35671,Hurricane,DR,8,SC,2017,10,2017_10
35673,Hurricane,DR,8,SC,2017,10,2017_10
35704,Hurricane,DR,8,SC,2017,10,2017_10
35705,Hurricane,DR,8,SC,2017,10,2017_10
35712,Hurricane,DR,8,SC,2017,10,2017_10
35713,Hurricane,DR,8,SC,2017,10,2017_10
35723,Hurricane,DR,8,SC,2017,10,2017_10
35737,Hurricane,DR,8,SC,2017,10,2017_10
35741,Hurricane,DR,8,SC,2017,10,2017_10
35743,Hurricane,DR,8,SC,2017,10,2017_10
35753,Hurricane,DR,8,SC,2017,10,2017_10
35754,Hurricane,DR,8,SC,2017,10,2017_10
35802,Hurricane,DR,8,SC,2017,10,2017_10
45330,Severe Storm(s),DR,5,WI,2017,10,2017_10
45444,Severe Storm(s),DR,5,WI,2017,10,2017_10
45464,Severe Storm(s),DR,5,WI,2017,10,2017_10
45473,Severe Storm(s),DR,5,WI,2017,10,2017_10
45503,Severe Storm(s),DR,5,WI,2017,10,2017_10
45568,Severe Storm(s),DR,5,WI,2017,10,2017_10
45657,Severe Storm(s),DR,5,WI,2017,10,2017_10
45663,Severe Storm(s),DR,5,WI,2017,10,2017_10
45710,Severe Storm(s),DR,5,WI,2017,10,2017_10
45782,Severe Storm(s),DR,5,WI,2017,10,2017_10
45953,Severe Storm(s),DR,5,WI,2017,10,2017_10
239,Hurricane,DR,5,AL,2017,11,2017_11
358,Hurricane,DR,5,AL,2017,11,2017_11
532,Hurricane,DR,5,AL,2017,11,2017_11
888,Hurricane,DR,5,AL,2017,11,2017_11
937,Hurricane,DR,5,AL,2017,11,2017_11
978,Hurricane,DR,5,AL,2017,11,2017_11
1366,Hurricane,DR,5,AL,2017,11,2017_11
1477,Hurricane,DR,5,AL,2017,11,2017_11
13275,Severe Storm(s),DR,6,KS,2017,11,2017_11
13470,Severe Storm(s),DR,6,KS,2017,11,2017_11
23030,Hurricane,DR,5,MS,2017,11,2017_11
23452,Hurricane,DR,5,MS,2017,11,2017_11
23475,Hurricane,DR,5,MS,2017,11,2017_11
23585,Hurricane,DR,5,MS,2017,11,2017_11
23712,Hurricane,DR,5,MS,2017,11,2017_11
23929,Hurricane,DR,5,MS,2017,11,2017_11
29897,Flood,DR,97,NY,2017,11,2017_11
30017,Flood,DR,97,NY,2017,11,2017_11
30062,Flood,DR,97,NY,2017,11,2017_11
30137,Flood,DR,97,NY,2017,11,2017_11
30287,Flood,DR,97,NY,2017,11,2017_11
30297,Flood,DR,97,NY,2017,11,2017_11
30480,Flood,DR,97,NY,2017,11,2017_11
30600,Flood,DR,97,NY,2017,11,2017_11
155,Severe Storm(s),DR,3,AK,2017,12,2017_12
3059,Fire,FM,10,CA,2017,12,2017_12
3257,Fire,FM,10,CA,2017,12,2017_12
3272,Fire,FM,10,CA,2017,12,2017_12
3558,Fire,EM,26,CA,2017,12,2017_12
3572,Fire,FM,10,CA,2017,12,2017_12
3658,Fire,EM,26,CA,2017,12,2017_12
3734,Fire,EM,26,CA,2017,12,2017_12
3845,Fire,EM,26,CA,2017,12,2017_12
4134,Fire,EM,26,CA,2017,12,2017_12
29172,Flood,DR,3,NM,2017,12,2017_12
36145,Fire,FM,3,SD,2017,12,2017_12
3114,Fire,DR,59,CA,2018,1,2018_01
3619,Fire,DR,59,CA,2018,1,2018_01
4131,Fire,DR,59,CA,2018,1,2018_01
4212,Fire,DR,59,CA,2018,1,2018_01
18190,Severe Storm(s),DR,4,ME,2018,1,2018_01
18197,Severe Storm(s),DR,4,ME,2018,1,2018_01
18255,Severe Storm(s),DR,4,ME,2018,1,2018_01
18264,Severe Storm(s),DR,4,ME,2018,1,2018_01
18353,Severe Storm(s),DR,4,ME,2018,1,2018_01
18383,Severe Storm(s),DR,4,ME,2018,1,2018_01
18384,Severe Storm(s),DR,4,ME,2018,1,2018_01
18429,Severe Storm(s),DR,4,ME,2018,1,2018_01
18439,Severe Storm(s),DR,4,ME,2018,1,2018_01
18441,Severe Storm(s),DR,4,ME,2018,1,2018_01
18470,Severe Storm(s),DR,4,ME,2018,1,2018_01
18471,Severe Storm(s),DR,4,ME,2018,1,2018_01
18483,Severe Storm(s),DR,4,ME,2018,1,2018_01
28205,Severe Storm(s),DR,4,NH,2018,1,2018_01
28213,Severe Storm(s),DR,4,NH,2018,1,2018_01
28263,Severe Storm(s),DR,4,NH,2018,1,2018_01
28291,Severe Storm(s),DR,4,NH,2018,1,2018_01
28317,Severe Storm(s),DR,4,NH,2018,1,2018_01
28377,Severe Storm(s),DR,4,NH,2018,1,2018_01
44293,Severe Storm(s),DR,2,VT,2018,1,2018_01
44325,Severe Storm(s),DR,2,VT,2018,1,2018_01
44332,Severe Storm(s),DR,2,VT,2018,1,2018_01
44426,Severe Storm(s),DR,2,VT,2018,1,2018_01
44448,Severe Storm(s),DR,2,VT,2018,1,2018_01
44463,Severe Storm(s),DR,2,VT,2018,1,2018_01
44466,Severe Storm(s),DR,2,VT,2018,1,2018_01
44478,Severe Storm(s),DR,2,VT,2018,1,2018_01
44479,Severe Storm(s),DR,2,VT,2018,1,2018_01
44483,Severe Storm(s),DR,2,VT,2018,1,2018_01
32855,Fire,FM,1,OK,2018,3,2018_03
400,Severe Storm(s),DR,2,AL,2018,4,2018_04
524,Severe Storm(s),DR,2,AL,2018,4,2018_04
725,Severe Storm(s),DR,2,AL,2018,4,2018_04
1080,Severe Storm(s),DR,2,AL,2018,4,2018_04
13935,Flood,DR,29,KY,2018,4,2018_04
14132,Flood,DR,29,KY,2018,4,2018_04
14231,Flood,DR,29,KY,2018,4,2018_04
14248,Flood,DR,29,KY,2018,4,2018_04
14269,Flood,DR,29,KY,2018,4,2018_04
14314,Flood,DR,29,KY,2018,4,2018_04
14330,Flood,DR,29,KY,2018,4,2018_04
14355,Flood,DR,29,KY,2018,4,2018_04
14472,Flood,DR,29,KY,2018,4,2018_04
14484,Flood,DR,29,KY,2018,4,2018_04
14514,Flood,DR,6,KY,2018,4,2018_04
14559,Flood,DR,29,KY,2018,4,2018_04
14567,Flood,DR,29,KY,2018,4,2018_04
14589,Flood,DR,29,KY,2018,4,2018_04
14603,Flood,DR,29,KY,2018,4,2018_04
14610,Flood,DR,29,KY,2018,4,2018_04
14767,Flood,DR,6,KY,2018,4,2018_04
14770,Flood,DR,6,KY,2018,4,2018_04
14772,Flood,DR,6,KY,2018,4,2018_04
14776,Flood,DR,6,KY,2018,4,2018_04
14808,Flood,DR,6,KY,2018,4,2018_04
14820,Flood,DR,29,KY,2018,4,2018_04
14837,Flood,DR,29,KY,2018,4,2018_04
14840,Flood,DR,29,KY,2018,4,2018_04
14848,Flood,DR,29,KY,2018,4,2018_04
14881,Flood,DR,6,KY,2018,4,2018_04
14950,Flood,DR,29,KY,2018,4,2018_04
15004,Flood,DR,6,KY,2018,4,2018_04
15005,Flood,DR,6,KY,2018,4,2018_04
15084,Flood,DR,29,KY,2018,4,2018_04
15087,Flood,DR,29,KY,2018,4,2018_04
15127,Flood,DR,6,KY,2018,4,2018_04
15128,Flood,DR,6,KY,2018,4,2018_04
15129,Flood,DR,6,KY,2018,4,2018_04
15130,Flood,DR,6,KY,2018,4,2018_04
15179,Flood,DR,29,KY,2018,4,2018_04
15181,Flood,DR,29,KY,2018,4,2018_04
15198,Flood,DR,29,KY,2018,4,2018_04
15241,Flood,DR,6,KY,2018,4,2018_04
15360,Flood,DR,6,KY,2018,4,2018_04
15361,Flood,DR,6,KY,2018,4,2018_04
15370,Flood,DR,6,KY,2018,4,2018_04
15408,Flood,DR,6,KY,2018,4,2018_04
15428,Flood,DR,29,KY,2018,4,2018_04
15432,Flood,DR,29,KY,2018,4,2018_04
15497,Flood,DR,6,KY,2018,4,2018_04
15553,Flood,DR,29,KY,2018,4,2018_04
15601,Flood,DR,6,KY,2018,4,2018_04
15720,Flood,DR,6,KY,2018,4,2018_04
15745,Flood,DR,29,KY,2018,4,2018_04
15749,Flood,DR,29,KY,2018,4,2018_04
15750,Flood,DR,29,KY,2018,4,2018_04
15774,Flood,DR,6,KY,2018,4,2018_04
15821,Flood,DR,29,KY,2018,4,2018_04
15851,Flood,DR,29,KY,2018,4,2018_04
15901,Flood,DR,29,KY,2018,4,2018_04
15940,Flood,DR,29,KY,2018,4,2018_04
30953,Flood,DR,12,OH,2018,4,2018_04
31087,Flood,DR,12,OH,2018,4,2018_04
31170,Flood,DR,12,OH,2018,4,2018_04
31332,Flood,DR,12,OH,2018,4,2018_04
31448,Flood,DR,12,OH,2018,4,2018_04
31451,Flood,DR,12,OH,2018,4,2018_04
31541,Flood,DR,12,OH,2018,4,2018_04
31557,Flood,DR,12,OH,2018,4,2018_04
31558,Flood,DR,12,OH,2018,4,2018_04
31559,Flood,DR,12,OH,2018,4,2018_04
31568,Flood,DR,12,OH,2018,4,2018_04
31575,Flood,DR,12,OH,2018,4,2018_04
31582,Flood,DR,12,OH,2018,4,2018_04
31617,Flood,DR,12,OH,2018,4,2018_04
31636,Flood,DR,12,OH,2018,4,2018_04
31661,Flood,DR,12,OH,2018,4,2018_04
31700,Flood,DR,12,OH,2018,4,2018_04
31709,Flood,DR,12,OH,2018,4,2018_04
31714,Flood,DR,12,OH,2018,4,2018_04
31719,Flood,DR,12,OH,2018,4,2018_04
31731,Flood,DR,12,OH,2018,4,2018_04
31760,Flood,DR,12,OH,2018,4,2018_04
32921,Fire,FM,13,OK,2018,4,2018_04
33558,Fire,FM,14,OK,2018,4,2018_04
40665,Fire,FM,6,TX,2018,4,2018_04
41018,Fire,FM,3,TX,2018,4,2018_04
41137,Fire,FM,8,TX,2018,4,2018_04
46023,Mud/Landslide,DR,7,WV,2018,4,2018_04
46036,Mud/Landslide,DR,7,WV,2018,4,2018_04
46053,Mud/Landslide,DR,7,WV,2018,4,2018_04
46117,Mud/Landslide,DR,7,WV,2018,4,2018_04
46122,Mud/Landslide,DR,7,WV,2018,4,2018_04
46124,Mud/Landslide,DR,7,WV,2018,4,2018_04
46163,Mud/Landslide,DR,7,WV,2018,4,2018_04
46178,Mud/Landslide,DR,7,WV,2018,4,2018_04
46243,Mud/Landslide,DR,7,WV,2018,4,2018_04
46324,Mud/Landslide,DR,7,WV,2018,4,2018_04
46362,Mud/Landslide,DR,7,WV,2018,4,2018_04
46374,Mud/Landslide,DR,7,WV,2018,4,2018_04
46406,Mud/Landslide,DR,7,WV,2018,4,2018_04
46410,Mud/Landslide,DR,7,WV,2018,4,2018_04
46483,Mud/Landslide,DR,7,WV,2018,4,2018_04
46496,Mud/Landslide,DR,7,WV,2018,4,2018_04
46527,Mud/Landslide,DR,7,WV,2018,4,2018_04
46607,Mud/Landslide,DR,7,WV,2018,4,2018_04
46953,Mud/Landslide,DR,7,WV,2018,4,2018_04
46995,Mud/Landslide,DR,7,WV,2018,4,2018_04
47030,Mud/Landslide,DR,7,WV,2018,4,2018_04
2914,Fire,FM,3,AZ,2018,5,2018_05
